"","fish_genus_species","predator_min_length","predator_max_length","predator_average_length","length_type","length_units","sample_size","start_year","start_month","start_day","end_year","end_month","end_day","habitat","measurement_type","measurement_units","author","year","journal","site_name","sampling_interval","citation","figure","fish_id","data_sorted_by","notes","prey_taxon","measurement","prey_stage","lon","lat"
"292","largemouth bass",NA,"203",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_2","fish size class and treatment","treatments was after reduction in Hydrilla Plants","largemouth_bass","2.2","unknown","-84.8107511","30.8075107"
"293","largemouth bass",NA,"303",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_3","fish size class and treatment","treatments was before reduction in Hydrilla Plants","largemouth_bass","3.2","unknown","-84.8107511","30.8075107"
"294","largemouth bass",NA,"303",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_4","fish size class and treatment","treatments was after reduction in Hydrilla Plants","largemouth_bass","0.5","unknown","-84.8107511","30.8075107"
"295","largemouth bass",NA,"380",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_5","fish size class and treatment","treatments was before reduction in Hydrilla Plants","largemouth_bass","1.8","unknown","-84.8107511","30.8075107"
"296","largemouth bass",NA,"380",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_6","fish size class and treatment","treatments was after reduction in Hydrilla Plants","largemouth_bass","0.7","unknown","-84.8107511","30.8075107"
"297","largemouth bass",NA,"507",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_7","fish size class and treatment","treatments was before reduction in Hydrilla Plants","largemouth_bass","-","unknown","-84.8107511","30.8075107"
"298","largemouth bass",NA,"507",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_8","fish size class and treatment","treatments was after reduction in Hydrilla Plants","largemouth_bass","-","unknown","-84.8107511","30.8075107"
"299","largemouth bass",NA,"203",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_1","fish size class and treatment","treatments was before reduction in Hydrilla Plants","chain_pickerel","0.3","unknown","-84.8107511","30.8075107"
"300","largemouth bass",NA,"203",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_2","fish size class and treatment","treatments was after reduction in Hydrilla Plants","chain_pickerel","0","unknown","-84.8107511","30.8075107"
"301","largemouth bass",NA,"303",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_3","fish size class and treatment","treatments was before reduction in Hydrilla Plants","chain_pickerel","4.3","unknown","-84.8107511","30.8075107"
"302","largemouth bass",NA,"303",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_4","fish size class and treatment","treatments was after reduction in Hydrilla Plants","chain_pickerel","0","unknown","-84.8107511","30.8075107"
"303","largemouth bass",NA,"380",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_5","fish size class and treatment","treatments was before reduction in Hydrilla Plants","chain_pickerel","-","unknown","-84.8107511","30.8075107"
"304","largemouth bass",NA,"380",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_6","fish size class and treatment","treatments was after reduction in Hydrilla Plants","chain_pickerel","-","unknown","-84.8107511","30.8075107"
"305","largemouth bass",NA,"507",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_7","fish size class and treatment","treatments was before reduction in Hydrilla Plants","chain_pickerel","-","unknown","-84.8107511","30.8075107"
"306","largemouth bass",NA,"507",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_8","fish size class and treatment","treatments was after reduction in Hydrilla Plants","chain_pickerel","-","unknown","-84.8107511","30.8075107"
"307","largemouth bass",NA,"203",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_1","fish size class and treatment","treatments was before reduction in Hydrilla Plants","shad","1.8","unknown","-84.8107511","30.8075107"
"308","largemouth bass",NA,"203",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_2","fish size class and treatment","treatments was after reduction in Hydrilla Plants","shad","0","unknown","-84.8107511","30.8075107"
"309","largemouth bass",NA,"303",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_3","fish size class and treatment","treatments was before reduction in Hydrilla Plants","shad","1.7","unknown","-84.8107511","30.8075107"
"310","largemouth bass",NA,"303",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_4","fish size class and treatment","treatments was after reduction in Hydrilla Plants","shad","2.8","unknown","-84.8107511","30.8075107"
"311","largemouth bass",NA,"380",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_5","fish size class and treatment","treatments was before reduction in Hydrilla Plants","shad","0.8","unknown","-84.8107511","30.8075107"
"312","largemouth bass",NA,"380",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_6","fish size class and treatment","treatments was after reduction in Hydrilla Plants","shad","0","unknown","-84.8107511","30.8075107"
"313","largemouth bass",NA,"507",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_7","fish size class and treatment","treatments was before reduction in Hydrilla Plants","shad","-","unknown","-84.8107511","30.8075107"
"314","largemouth bass",NA,"507",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_8","fish size class and treatment","treatments was after reduction in Hydrilla Plants","shad","-","unknown","-84.8107511","30.8075107"
"315","largemouth bass",NA,"203",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_1","fish size class and treatment","treatments was before reduction in Hydrilla Plants","fish","0.4","unknown","-84.8107511","30.8075107"
"316","largemouth bass",NA,"203",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_2","fish size class and treatment","treatments was after reduction in Hydrilla Plants","fish","9.6","unknown","-84.8107511","30.8075107"
"317","largemouth bass",NA,"303",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_3","fish size class and treatment","treatments was before reduction in Hydrilla Plants","fish","1.3","unknown","-84.8107511","30.8075107"
